,Name,City,State,Zip,Lat,Lon
2776,Harrisburg Medical Center,Harrisburg,IL,62946,37.709862,-88.538845
2777,Ingalls Memorial Hospital,Harvey,IL,60426,41.610343,-87.65339499999999
2778,Mason District Hospital,Havana,IL,62644,40.287943,-90.054538
2779,Grand Prairie Services,Hazel Crest,IL,60429,41.574028999999996,-87.683706
2780,Montgomery County Health Department,Hillsboro,IL,62049,39.131717,-89.481382
2781,Madden Mental Health Center,Hines,IL,60141,41.857845000000005,-87.83801
2782,Veterans Affairs Hines Hospital,Hines,IL,60141,41.857845000000005,-87.83801
2783,Amita Health Adventist Hinsdale,Hinsdale,IL,60521,41.800683,-87.928172
2784,Alexian Brothers BH Hosp,Hoffman Estates,IL,60169,42.05087,-88.116615
2785,Kenneth Young Center at,Hoffman Estates,IL,60169,42.05087,-88.116615
2786,Edward Hines Junior VA Hospital,Hoffman Estates,IL,60192,42.063272,-88.203662
2787,Hoyleton Youth and Family Services,Hoyleton,IL,62803,38.453336,-89.295029
2788,Elm City Center,Jacksonville,IL,62650,39.734542,-90.223047
2789,Cornerstone Services Inc,Joliet,IL,60435,41.548590000000004,-88.128928
2790,Prescence Health,Joliet,IL,60435,41.548590000000004,-88.128928
2791,Edward Hines Junior VA Hospital,Joliet,IL,60432,41.541746999999994,-88.034728
2792,Will County Health Department,Joliet,IL,60433,41.499502,-88.043681
2793,Presence Saint Marys Hospital,Kankakee,IL,60901,41.109505,-87.897917
2794,Riverside Medical Center,Kankakee,IL,60901,41.109505,-87.897917
2795,Riverside Medical Center,Kankakee,IL,60901,41.109505,-87.897917
2796,Bridgeway,Kewanee,IL,61443,41.263671,-89.944897
2797,North Central BH Systems,La Salle,IL,61301,41.397422999999996,-89.084264
2798,North Central Behavioral Health,La Salle,IL,61301,41.397422999999996,-89.084264
2799,Allendale Association,Lake Villa,IL,60046,42.416323,-88.059119
2800,Lawrence County Behavioral Health,Lawrenceville,IL,62439,38.744062,-87.639699
2801,Lawrence County Behavioral Health,Lawrenceville,IL,62439,38.744062,-87.639699
2802,Lawrence County Health Department,Lawrenceville,IL,62439,38.744062,-87.639699
2803,Timberline Knolls,Lemont,IL,60439,41.676906,-87.97722900000001
2804,Lake County Health Department,Libertyville,IL,60048,42.295408,-87.950611
2805,Montgomery County Health Department,Litchfield,IL,62056,39.179457,-89.67197
2806,Du Page County Health Department,Lombard,IL,60148,41.873571000000005,-88.02076600000001
2807,McDonough District Hospital,Macomb,IL,61455,40.440468,-90.63801600000001
2808,North Central BH Systems,Macomb,IL,61455,40.440468,-90.63801600000001
2809,Nexus,Manteno,IL,60950,41.252724,-87.8844
2810,Center Stone of Illinois,Marion,IL,62959,37.718218,-88.91043499999999
2811,Centerstone,Marion,IL,62959,37.718218,-88.91043499999999
2812,Human Resources Ctr of Edgar and,Marshall,IL,62441,39.397619,-87.697612
2813,Sertoma Centre Inc,Matteson,IL,60443,41.502184,-87.748201
2814,LifeLinks Mental Health,Mattoon,IL,61938,39.484140999999994,-88.374771
2815,Captain James Lovell Federal Health,McHenry,IL,60050,42.331146999999994,-88.29518
2816,Gottlieb Memorial Hospital,Melrose Park,IL,60160,41.904144,-87.860665
2817,Pilsen Wellness Center Inc,Melrose Park,IL,60160,41.904144,-87.860665
2818,Presence Behavioral Health,Melrose Park,IL,60160,41.904144,-87.860665
2819,Massac County Mental Health,Metropolis,IL,62960,37.225299,-88.70940300000001
2820,Robert Young Center,Moline,IL,61265,41.482333000000004,-90.49340699999999
2821,Transitions,Moline,IL,61265,41.482333000000004,-90.49340699999999
2822,Bridgeway,Monmouth,IL,61462,40.923313,-90.644576
2823,Piatt County Mental Health Center,Monticello,IL,61856,40.026762,-88.580118
2824,Grundy County Health Department,Morris,IL,60450,41.366293,-88.434561
2825,Southeastern IL Counseling Centers Inc,Mount Carmel,IL,62863,38.415834000000004,-87.859872
2826,Wabash County Health Department,Mount Carmel,IL,62863,38.415834000000004,-87.859872
2827,Sinnissippi Centers Inc,Mount Carroll,IL,61053,42.120819,-89.983297
2828,Mental Health Ctr of Western Illinois,Mount Sterling,IL,62353,39.967967,-90.756345
2829,Comprehensive Connections,Mount Vernon,IL,62864,38.330493,-88.902519
2830,Lutheran Child and Family Services of,Mount Vernon,IL,62864,38.330493,-88.902519
2831,United Methodist Childrens Home,Mount Vernon,IL,62864,38.330493,-88.902519
2832,Holbrook Counseling Center,Mundelein,IL,60060,42.270103000000006,-88.039292
2833,Linden Oaks Behavioral Health at,Naperville,IL,60540,41.76467,-88.14542800000001
2834,Linden Oaks at Naperville,Naperville,IL,60565,41.730729,-88.124336
2835,Silver Cross Hospital,New Lenox,IL,60451,41.509217,-87.96057900000001
2836,Jasper County Health Department,Newton,IL,62448,38.968356,-88.179181
2837,Baby Fold,Normal,IL,61761,40.529016,-88.958935
2838,Baby Fold,Normal,IL,61761,40.529016,-88.958935
2839,Edward Hines Jr VA Hospital,North Aurora,IL,60542,41.809626,-88.35257299999999
2840,Captain James A Lovell FHCC,North Chicago,IL,60064,42.324027,-87.85670400000001
2841,Jewish Child/Family Services,Northbrook,IL,60062,42.126279,-87.845088
2842,Advocate Christ Medical Center,Oak Lawn,IL,60453,41.713436,-87.75256
2843,Edward Hines Junior VA Hospital,Oak Lawn,IL,60453,41.713436,-87.75256
2844,Thrive Counseling Center,Oak Park,IL,60302,41.894609,-87.789711
2845,Human Service Center,Okawville,IL,62271,38.45012,-89.519141
2846,Richland Memorial Hospital,Olney,IL,62450,38.713182,-88.08918299999999
2847,Southeastern IL Counseling Centers Inc,Olney,IL,62450,38.713182,-88.08918299999999
2848,Southeastern IL Counseling Centers Inc,Olney,IL,62450,38.713182,-88.08918299999999
2849,Sinnissippi Centers Inc,Oregon,IL,61061,41.997917,-89.341656
2850,Palos Community Hospital,Orland Park,IL,60462,41.625307,-87.83293
2851,North Central BH Systems,Ottawa,IL,61350,41.372095,-88.865127
2852,OSF Saint Elizabeth Medical Center,Ottawa,IL,61350,41.372095,-88.865127
2853,Palos Community Hospital,Palos Heights,IL,60463,41.662446,-87.789969
2854,Metropolitan Family Services,Palos Hills,IL,60465,41.698023,-87.829143
2855,Human Resources Ctr of Edgar and,Paris,IL,61944,39.600845,-87.700643
2856,Advocate Lutheran General Hospital,Park Ridge,IL,60068,42.011762,-87.843434
2857,Lutheran General Hospital,Park Ridge,IL,60068,42.011762,-87.843434
2858,Community Resource/Counseling Ctr Inc,Paxton,IL,60957,40.443065999999995,-88.13609100000001
2859,Tazwood Center for Wellness,Pekin,IL,61554,40.539343,-89.61832
2860,Tazwood Mental Health Center,Pekin,IL,61554,40.539343,-89.61832
2861,Childrens Home Assoc of Illinois,Peoria,IL,61603,40.712882,-89.576722
2862,OSF Saint Francis Medical Center,Peoria,IL,61603,40.712882,-89.576722
2863,Counseling and Family Services,Peoria,IL,61602,40.674562,-89.608597
2864,Unity Point Health Methodist Proctor,Peoria,IL,61614,40.759136,-89.604123
2865,Edward Hines Junior VA Hospital,Peru,IL,61354,41.327928,-89.143248
2866,Mental Health Centers of Western IL,Pittsfield,IL,62363,39.590496,-90.769665
2867,Linden Oaks Hosp Edward at Plainfield,Plainfield,IL,60585,41.657058,-88.225243
2868,Institute for Human Resources,Pontiac,IL,61764,40.882442,-88.628136
2869,North Central BH Systems,Princeton,IL,61356,41.396035,-89.413241
2870,Blessing Hospital,Quincy,IL,62305,39.928189,-91.343938
2871,Transitions of Western Illinois,Quincy,IL,62305,39.928189,-91.343938
2872,Chaddock,Quincy,IL,62301,39.931138,-91.385695
2873,Family Solutions,Quincy,IL,62301,39.931138,-91.385695
2874,Transitions of Western Illinois,Quincy,IL,62301,39.931138,-91.385695
2875,Egyptian Public/MH Dept,Ridgway,IL,62979,37.822024,-88.186317
2876,Southeastern IL Counseling Centers Inc,Robinson,IL,62454,38.999665,-87.755852
2877,Sinnissippi Centers Inc,Rochelle,IL,61068,41.945817,-89.060013
2878,Robert Young Center,Rock Island,IL,61201,41.477559,-90.57562800000001
2879,Transitions Mental Health,Rock Island,IL,61201,41.477559,-90.57562800000001
2880,Trinity Medical Center,Rock Island,IL,61201,41.477559,-90.57562800000001
2881,Mercy Health,Rockford,IL,61103,42.340261,-89.086492
2882,Rosecrance,Rockford,IL,61103,42.340261,-89.086492
2883,Rosecrance,Rockford,IL,61103,42.340261,-89.086492
2884,Rosecrance,Rockford,IL,61107,42.285452,-89.001644
2885,Rosecrance,Rockford,IL,61107,42.285452,-89.001644
2886,Rosecrance,Rockford,IL,61101,42.346078999999996,-89.146087
2887,Swedish American Hospital,Rockford,IL,61104,42.25172,-89.079945
2888,Institute for Person Ctr Enrichment,Rolling Meadows,IL,60008,42.069786,-88.016221
2889,Schuyler Counseling and,Rushville,IL,62681,40.136241,-90.542754
2890,Linden Oaks at Saint Charles,Saint Charles,IL,60174,41.930652,-88.298614
2891,TriCity Family Services,Saint Charles,IL,60174,41.930652,-88.298614
2892,Community Resource Center,Salem,IL,62881,38.635332,-88.927356
2893,Kish Hlth System at Ben Gordon Center,Sandwich,IL,60548,41.649592999999996,-88.640479
2894,Egyptian Health,Shawneetown,IL,62984,37.708208,-88.149138
2895,Shelby County Community Services Inc,Shelbyville,IL,62565,39.411777,-88.80409499999999
2896,Shelby County Community Services Inc,Shelbyville,IL,62565,39.411777,-88.80409499999999
2897,Jewish Child and Family Services,Skokie,IL,60077,42.034746000000005,-87.757188
2898,Turning Point Behavioral Health Center,Skokie,IL,60077,42.034746000000005,-87.757188
2899,Access Psychological Services,South Holland,IL,60473,41.597379,-87.59915
2900,Grand Prairie Services,South Holland,IL,60473,41.597379,-87.59915
2901,Lincoln Prairie Behavioral Health Ctr,Springfield,IL,62703,39.762432000000004,-89.629838
2902,Memorial Behavioral Health,Springfield,IL,62702,39.824137,-89.64194
2903,Sinnissippi Centers Inc,Sterling,IL,61081,41.833205,-89.737983
2904,Streamwood Behavioral Health Center,Streamwood,IL,60107,42.020586,-88.17777099999999
2905,Moultrie County Counseling Center,Sullivan,IL,61951,39.595754,-88.59028
2906,Kishwaukee Community Hospital,Sycamore,IL,60178,42.008032,-88.661107
2907,Christian County Mental Health,Taylorville,IL,62568,39.561004,-89.289158
2908,Cumberland Associates Counseling Servs,Toledo,IL,62468,39.276946,-88.270309
2909,Douglas County Mental Health and,Tuscola,IL,61953,39.803409,-88.29133900000001
2910,Cunningham Childrens Home,Urbana,IL,61802,40.131498,-88.15677
2911,Community Resource Center,Vandalia,IL,62471,38.946188,-89.13014799999999
2912,Family Counseling Center Inc,Vienna,IL,62995,37.438053000000004,-88.87768
2913,Family Counseling Center Inc,Vienna,IL,62995,37.438053000000004,-88.87768
2914,Human Support Services,Waterloo,IL,62298,38.310793,-90.15939399999999
2915,Iroquois Mental Health Center,Watseka,IL,60970,40.796023999999996,-87.734451
2916,Behavioral Health Services for,Waukegan,IL,60085,42.352097,-87.86765600000001
2917,Behavioral Health Services of,Waukegan,IL,60085,42.352097,-87.86765600000001
2918,Independence Center Inc,Waukegan,IL,60085,42.352097,-87.86765600000001
2919,Lake County Group Home,Waukegan,IL,60085,42.352097,-87.86765600000001
2920,Vista Medical Center West,Waukegan,IL,60085,42.352097,-87.86765600000001
2921,Centerstone of Illinois,West Frankfort,IL,62896,37.890492,-88.915973
2922,Presence Behavioral Health,Westchester,IL,60154,41.847471999999996,-87.89164
2923,Pillars,Western Springs,IL,60558,41.805603000000005,-87.901039
2924,Du Page County Health Department,Westmont,IL,60559,41.794371000000005,-87.97286
2925,Hinsdale Hospital,Westmont,IL,60559,41.794371000000005,-87.97286
2926,Du Page County Health Department,Wheaton,IL,60187,41.87272,-88.112442
2927,Du Page County Health Department,Wheaton,IL,60187,41.87272,-88.112442
2928,Evangelical Child and Family Agency,Wheaton,IL,60187,41.87272,-88.112442
2929,Behavioral Health Services of,Winfield,IL,60190,41.871784000000005,-88.157015
2930,Central DuPage Hospital,Winfield,IL,60190,41.871784000000005,-88.157015
2931,Josselyn Center,Winnetka,IL,60093,42.106708000000005,-87.756292
2932,Behavioral Health Alternatives Inc,Wood River,IL,62095,38.861343,-90.069002
2933,Centegra Outpatient,Woodstock,IL,60098,42.326265,-88.456087
2934,Family Alliance Inc,Woodstock,IL,60098,42.326265,-88.456087
2935,Otis R Bowen Center for Human Services,Albion,IN,46701,41.360791,-85.43123800000001
2936,Aspire Indiana,Anderson,IN,46016,40.097817,-85.681513
2937,Aspire Indiana,Anderson,IN,46016,40.097817,-85.681513
2938,Aspire Indiana,Anderson,IN,46016,40.097817,-85.681513
2939,Madison County Community,Anderson,IN,46016,40.097817,-85.681513
2940,Saint Vincent Anderson Regional Hosp,Anderson,IN,46016,40.097817,-85.681513
2941,Gallahue Mental Health Services,Anderson,IN,46012,40.15467,-85.619672
2942,Northeastern Center Inc,Angola,IN,46703,41.649589,-85.00655
2943,Northeastern Center Inc,Angola,IN,46703,41.649589,-85.00655
2944,Otis R Bowen Center for,Angola,IN,46703,41.649589,-85.00655
2945,Wabash Valley Alliance Inc,Attica,IN,47918,40.298678,-87.19800500000001
2946,Northeastern Center Inc,Auburn,IN,46706,41.341594,-85.032655
2947,Otis R Bowen Center for,Auburn,IN,46706,41.341594,-85.032655
2948,Cummins BH Systems Inc,Avon,IN,46123,39.764395,-86.40345699999999
2949,Community Mental Health Center,Batesville,IN,47006,39.291996000000005,-85.215884
2950,Community Mental Health Center Inc,Batesville,IN,47006,39.291996000000005,-85.215884
2951,Community Mental Health Center Inc,Batesville,IN,47006,39.291996000000005,-85.215884
2952,Community Mental Health Center Inc,Batesville,IN,47006,39.291996000000005,-85.215884
2953,Centerstone of Indiana Inc,Bedford,IN,47421,38.863494,-86.45223
2954,Bloomington Hospital,Bloomington,IN,47403,39.085219,-86.61234
2955,Bloomington VA Outpatient Clinic,Bloomington,IN,47403,39.085219,-86.61234
2956,Centerstone of Indiana Inc,Bloomington,IN,47403,39.085219,-86.61234
2957,Centerstone of Indiana Inc,Bloomington,IN,47403,39.085219,-86.61234
2958,Centerstone of Indiana Inc,Bloomington,IN,47403,39.085219,-86.61234
2959,Indiana University Health,Bloomington,IN,47403,39.085219,-86.61234
2960,Centerstone of Indiana Inc,Bloomington,IN,47404,39.219530999999996,-86.591196
2961,Meadows Hospital,Bloomington,IN,47404,39.219530999999996,-86.591196
2962,Park Center Inc,Bluffton,IN,46714,40.722652000000004,-85.176526
2963,Saint Marys Warrick Hospital,Boonville,IN,47601,38.051443,-87.254533
2964,Southwestern Behavioral Healthcare Inc,Boonville,IN,47601,38.051443,-87.254533
2965,Hamilton Center Inc,Brazil,IN,47834,39.525549,-87.121971
2966,Doctors NeuroPsychiatric Hospital,Bremen,IN,46506,41.462621999999996,-86.1724
2967,Franklin County Counseling Center,Brookville,IN,47012,39.427315,-84.983461
2968,Aspire Indiana Inc,Carmel,IN,46032,39.962604,-86.174761
2969,Hamilton Center Inc,Clinton,IN,47842,39.678584,-87.463596
2970,Valley Professionals Community,Clinton,IN,47842,39.678584,-87.463596
2971,Otis R Bowen Center for Human Services,Columbia City,IN,46725,41.148544,-85.475768
2972,Centerstone of Indiana Inc,Columbus,IN,47201,39.158873,-85.993199
2973,Centerstone of Indiana Inc,Columbus,IN,47201,39.158873,-85.993199
2974,Centerstone of Indiana Inc,Columbus,IN,47203,39.230403,-85.83216
2975,Columbus Behavioral Center for,Columbus,IN,47203,39.230403,-85.83216
2976,Centerstone of Indiana Inc,Connersville,IN,47331,39.624084,-85.157338
2977,Fayette Memorial Hospital,Connersville,IN,47331,39.624084,-85.157338
2978,Fayette Regional Health System,Connersville,IN,47331,39.624084,-85.157338
2979,LifeSpring Health Systems,Corydon,IN,47112,38.195516999999995,-86.162499
2980,Cummins BH Systems Inc,Crawfordsville,IN,47933,40.038913,-86.896849
2981,Saint Elizabeth Health Crawfordsville,Crawfordsville,IN,47933,40.038913,-86.896849
2982,Wabash Valley Alliance Inc,Crawfordsville,IN,47933,40.038913,-86.896849
2983,Adam Benjamin Jr VA CBOC,Crown Point,IN,46307,41.403937,-87.326039
2984,Adams Memorial Hospital,Decatur,IN,46733,40.828228,-84.940039
2985,Park Center Inc,Decatur,IN,46733,40.828228,-84.940039
2986,Wabash Valley Alliance Inc,Delphi,IN,46923,40.610524,-86.637989
2987,Franciscan Alliance Inc,Dyer,IN,46311,41.465084000000004,-87.508915
2988,Regional Mental Health Center,East Chicago,IN,46312,41.646953,-87.453983
2989,Saint Catherine Hospital,East Chicago,IN,46312,41.646953,-87.453983
2990,Elkhart General Hospital,Elkhart,IN,46514,41.722640999999996,-85.976908
2991,Oaklawn Psychiatric Center Inc,Elkhart,IN,46517,41.62729,-85.997855
2992,Summit Counseling Services PC,Elkhart,IN,46516,41.676594,-85.94412700000001
2993,Aspire Indiana,Elwood,IN,46036,40.295165999999995,-85.831108
2994,Southern Hills Counseling Center,English,IN,47118,38.310091,-86.49743000000001
2995,Deaconess Cross Pointe,Evansville,IN,47715,37.972431,-87.479646
2996,Deaconess Cross Pointe,Evansville,IN,47715,37.972431,-87.479646
2997,3300 East Morgan Avenue,Evansville,IN,47715,37.972431,-87.479646
2998,Southwestern Behavioral Healthcare Inc,Evansville,IN,47713,37.954531,-87.559175
2999,Southwestern Behavioral Healthcare Inc,Evansville,IN,47713,37.954531,-87.559175
3000,Southwestern Behavioral Healthcare Inc,Evansville,IN,47714,37.956614,-87.521291
3001,Southwestern Behavioral Healthcare Inc,Evansville,IN,47712,37.926457,-87.665531
3002,Southwestern Behavioral Healthcare Inc,Evansville,IN,47712,37.926457,-87.665531
3003,Allen County Community Corrections,Fort Wayne,IN,46802,41.069303999999995,-85.16516
3004,Saint Joseph Hospital,Fort Wayne,IN,46802,41.069303999999995,-85.16516
3005,Caring About People Inc,Fort Wayne,IN,46805,41.10011,-85.117711
3006,Crossroad Child and Family Servs Inc,Fort Wayne,IN,46805,41.10011,-85.117711
3007,Midwest Addiction Psychiatric,Fort Wayne,IN,46805,41.10011,-85.117711
3008,Park Center Inc,Fort Wayne,IN,46805,41.10011,-85.117711
3009,AH F4 F36 SP,Fort Wayne,IN,46805,41.10011,-85.117711
3010,Parkview Behavioral Health,Fort Wayne,IN,46805,41.10011,-85.117711
3011,Phoenix Associates Inc,Fort Wayne,IN,46805,41.10011,-85.117711
3012,VA Northern Indiana Healthcare System,Fort Wayne,IN,46805,41.10011,-85.117711
3013,Center for Brief Therapy PC,Fort Wayne,IN,46825,41.152413,-85.12709100000001
3014,Family and Childrens Services Inc,Fort Wayne,IN,46807,41.044893,-85.147602
3015,Park Center Inc,Fort Wayne,IN,46807,41.044893,-85.147602
3016,Otis R Bowen Center for Human Services,Fort Wayne,IN,46808,41.097775,-85.177021
3017,Parkview Regional Medical Center,Fort Wayne,IN,46845,41.211995,-85.108804
3018,Howard Community Regional Health,Frankfort,IN,46041,40.295035,-86.493864
3019,Edgewater Behavioral Health Services,Gary,IN,46402,41.599334000000006,-87.330662
3020,Edgewater Behavioral Health Services,Gary,IN,46402,41.599334000000006,-87.330662
3021,Edgewater Behavioral Health Services,Gary,IN,46402,41.599334000000006,-87.330662
3022,Methodist Hospital/North Lake Campus,Gary,IN,46402,41.599334000000006,-87.330662
3023,VA Northern Indaina Healthcare System,Goshen,IN,46526,41.55878,-85.876662
3024,Hamilton Center Inc,Greencastle,IN,46135,39.654571000000004,-86.893996
3025,Community Behavioral Health Services,Greenfield,IN,46140,39.801973,-85.772071
3026,Families First,Greenfield,IN,46140,39.801973,-85.772071
3027,Centerstone of Indiana Inc,Greensburg,IN,47240,39.305991,-85.47841700000001
3028,Valle Vista Hospital,Greenwood,IN,46143,39.595859999999995,-86.11631899999999
3029,Regional Mental Health Center,Hammond,IN,46320,41.691764,-87.510917
3030,Grant Blackford Mental Health Inc,Hartford City,IN,47348,40.466214,-85.340374
3031,Regional Mental Health Center,Highland,IN,46322,41.546622,-87.457616
3032,Regional Mental Health,Hobart,IN,46342,41.518184999999995,-87.244908
3033,Otis R Bowen Center for Human Services,Huntington,IN,46750,40.87846,-85.496399
3034,Adult and Child Center,Indianapolis,IN,46204,39.771994,-86.156997
3035,Families First,Indianapolis,IN,46204,39.771994,-86.156997
3036,Volunteers of America of Indiana Inc,Indianapolis,IN,46204,39.771994,-86.156997
3037,Adult and Child Center,Indianapolis,IN,46227,39.674763,-86.132676
3038,Adult and Child Health,Indianapolis,IN,46227,39.674763,-86.132676
3039,Franciscan Health Indianapolis,Indianapolis,IN,46227,39.674763,-86.132676
3040,Aspire Indiana Inc,Indianapolis,IN,46205,39.829397,-86.134374
3041,Community Health Network,Indianapolis,IN,46256,39.908383,-86.013138
3042,Community Hospital North,Indianapolis,IN,46256,39.908383,-86.013138
3043,Cummins BH Systems Inc,Indianapolis,IN,46241,39.729852,-86.285424
3044,Eskenazi Health Midtown,Indianapolis,IN,46208,39.819111,-86.171089
3045,Eskenazi Health Midtown,Indianapolis,IN,46202,39.784102000000004,-86.163477
3046,Eskenazi Health/Midtown CMHC,Indianapolis,IN,46202,39.784102000000004,-86.163477
3047,Hamilton Center Inc,Indianapolis,IN,46202,39.784102000000004,-86.163477
3048,Health Hospital Corp of Marion County,Indianapolis,IN,46202,39.784102000000004,-86.163477
3049,IU Health Methodist Hospital,Indianapolis,IN,46202,39.784102000000004,-86.163477
3050,Richard L Roudebush VAMC,Indianapolis,IN,46202,39.784102000000004,-86.163477
3051,Eskenazi Health Midtown,Indianapolis,IN,46224,39.795413,-86.25689
3052,Gallahue Mental Health Services,Indianapolis,IN,46219,39.782412,-86.042939
3053,Lutheran Child and Family Services,Indianapolis,IN,46219,39.782412,-86.042939
3054,Warren Outpatient,Indianapolis,IN,46219,39.782412,-86.042939
3055,Gallahue Mental Health Services,Indianapolis,IN,46250,39.898839,-86.05872
3056,Gallahue Mental Health Services,Indianapolis,IN,46218,39.807262,-86.099746
3057,Larue D Carter Memorial Hospital,Indianapolis,IN,46222,39.790968,-86.21526
3058,Resolute Treatment Center,Indianapolis,IN,46222,39.790968,-86.21526
3059,Options Behavioral Systems,Indianapolis,IN,46226,39.838896000000005,-86.052485
3060,Resource Treatment Center,Indianapolis,IN,46203,39.737584000000005,-86.09693
3061,Memorial Hospital and Healthcare Ctr,Jasper,IN,47546,38.418779,-86.93255699999999
3062,Southern Hills Counseling Center Inc,Jasper,IN,47546,38.418779,-86.93255699999999
3063,Clark Memorial Hospital,Jeffersonville,IN,47130,38.332696,-85.69641899999999
3064,LifeSpring Inc,Jeffersonville,IN,47130,38.332696,-85.69641899999999
3065,Lifespring Inc,Jeffersonville,IN,47130,38.332696,-85.69641899999999
3066,Wellstone Regional Hospital,Jeffersonville,IN,47130,38.332696,-85.69641899999999
3067,Northeastern Center,Kendallville,IN,46755,41.449220000000004,-85.275147
3068,Porter Starke Services Inc,Knox,IN,46534,41.285345,-86.617818
3069,Community Howard Regional Health,Kokomo,IN,46902,40.437275,-86.094553
3070,Community Howard Regional Health Inc,Kokomo,IN,46902,40.437275,-86.094553
3071,Community Howard Regional Health,Kokomo,IN,46901,40.531265999999995,-86.169537
3072,St Josephs Hosp DBA St Vincent Kokomo,Kokomo,IN,46901,40.531265999999995,-86.169537
3073,Midwest Center for Youth and Families,Kouts,IN,46347,41.306668,-87.013293
3074,La Porte County Comp MH Council Inc,La Porte,IN,46350,41.607057,-86.721724
3075,Franciscan Saint Elizabeth Health,Lafayette,IN,47904,40.438632,-86.87692
3076,Wabash Valley Alliance Inc,Lafayette,IN,47904,40.438632,-86.87692
3077,Sycamore Springs LLC,Lafayette,IN,47905,40.420015,-86.766044
3078,Wabash Valley Alliance Inc,Lafayette,IN,47905,40.420015,-86.766044
3079,Wabash Valley Alliance Inc,Lafayette,IN,47905,40.420015,-86.766044
3080,Wabash Valley Alliance Inc,Lafayette,IN,47901,40.417778000000006,-86.88963299999999
3081,Wabash Valley Alliance Inc,Lafayette,IN,47901,40.417778000000006,-86.88963299999999
3082,Northeastern Center Inc,Lagrange,IN,46761,41.63445,-85.377399
3083,Otis R Bowen Center,Lagrange,IN,46761,41.63445,-85.377399
3084,Community Mental Health Center Inc,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3085,Community Mental Health Center Inc,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3086,Community Mental Health Center Inc,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3087,Community Mental Health Center Inc,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3088,Community Mental Health Center Inc,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3089,Dearborn County CBOC,Lawrenceburg,IN,47025,39.165524,-84.86631700000001
3090,Aspire Indiana Inc,Lebanon,IN,46052,40.042907,-86.456535
3091,Cummins Behavioral Health Systems Inc,Lebanon,IN,46052,40.042907,-86.456535
3092,Families First,Lebanon,IN,46052,40.042907,-86.456535
3093,Witham Memorial Hospital,Lebanon,IN,46052,40.042907,-86.456535
3094,Hamilton Center Inc,Linton,IN,47441,39.044695000000004,-87.165501
3095,Good Samaritan Hospital,Loogootee,IN,47553,38.660781,-86.90406899999999
3096,Centerstone of Indiana Inc,Madison,IN,47250,38.815317,-85.351135
3097,James Wortham Counseling Services,Madison,IN,47250,38.815317,-85.351135
3098,LifeSpring Inc,Madison,IN,47250,38.815317,-85.351135
3099,Madison State Hospital,Madison,IN,47250,38.815317,-85.351135
3100,Grant Blackford Mental Health Inc,Marion,IN,46953,40.519395,-85.645026
3101,VA Northern Indiana Healthcare System,Marion,IN,46953,40.519395,-85.645026
3102,Grant Blackford Mental Health Inc,Marion,IN,46952,40.599427,-85.629225
3103,Centerstone of Indiana Inc,Martinsville,IN,46151,39.457212,-86.43328000000001
3104,Martinsville CBOC,Martinsville,IN,46151,39.457212,-86.43328000000001
3105,Regional Mental Health Center,Merrillville,IN,46410,41.480207,-87.333065
3106,Southlake Mental Health Center Inc,Merrillville,IN,46410,41.480207,-87.333065
3107,Franciscan Saint Anthony Michigan City,Michigan City,IN,46360,41.68934,-86.869265
3108,La Porte County Comp MH Council Inc,Michigan City,IN,46360,41.68934,-86.869265
3109,Wabash Valley Alliance Inc,Monticello,IN,47960,40.779015,-86.751024
3110,Centerstone of Indiana Inc,Mooresville,IN,46158,39.579356,-86.373602
3111,Southwestern Behavioral Healthcare Inc,Mount Vernon,IN,47620,37.931959,-87.905711
3112,Ball Memorial Hospital,Muncie,IN,47303,40.271643,-85.377772
3113,VA Northern Indiana Healthcare System,Muncie,IN,47303,40.271643,-85.377772
3114,Geropsychiatric Services,Muncie,IN,47304,40.236332,-85.459814
3115,Gresham Center,Muncie,IN,47304,40.236332,-85.459814
3116,Youth Opportunity Center,Muncie,IN,47304,40.236332,-85.459814
3117,Meridian Services Corp,Muncie,IN,47302,40.126909999999995,-85.382469
3118,Confidential Care Ltd,Munster,IN,46321,41.547509999999996,-87.503268
3119,Centerstone of Indiana Inc,Nashville,IN,47448,39.17953,-86.235511
3120,Family Childrens Place,New Albany,IN,47150,38.283506,-85.847601
3121,LifeSpring Inc,New Albany,IN,47150,38.283506,-85.847601
3122,Louisville VAMC,New Albany,IN,47150,38.283506,-85.847601
3123,Centerstone of Indiana Inc,New Castle,IN,47362,39.930459,-85.36958
3124,Aspire Indiana Inc,Noblesville,IN,46060,40.064624,-85.915911
3125,Centerstone of Indiana Inc,North Vernon,IN,47265,39.014661,-85.629937
3126,Centerstone of Indiana Inc,North Vernon,IN,47265,39.014661,-85.629937
3127,Wabash Valley Alliance,Otterbein,IN,47970,40.46212,-87.143054
3128,Southern Hills Counseling Center,Paoli,IN,47454,38.510025,-86.451821
3129,VA Northern Indiana Healthcare System,Peru,IN,46970,40.760125,-86.061471
3130,Good Samaritan Hospital,Petersburg,IN,47567,38.4627,-87.305019
3131,Hamilton Center Inc,Plainfield,IN,46168,39.685257,-86.392912
