Sex,State,Age Group,Cause of Death,Year,Deaths,Population,Crude Rate
Females,Delaware,85+ yrs,Suicide Injury,2013,P,11336,.
Females,Delaware,85+ yrs,Suicide Injury,2014,P,11589,.
Females,Delaware,85+ yrs,Suicide Injury,2015,P,11823,.
Females,Delaware,85+ yrs,Suicide Injury,2016,P,12126,.
Females,Delaware,85+ yrs,Suicide Injury,2017,P,12352,.
Males,District of Columbia,00-04 yrs,Suicide Injury,2013,P,20973,.
Males,District of Columbia,00-04 yrs,Suicide Injury,2014,P,21856,.
Males,District of Columbia,00-04 yrs,Suicide Injury,2015,P,22498,.
Males,District of Columbia,00-04 yrs,Suicide Injury,2016,P,22522,.
Males,District of Columbia,00-04 yrs,Suicide Injury,2017,P,22851,.
Males,District of Columbia,05-09 yrs,Suicide Injury,2013,P,14940,.
Males,District of Columbia,05-09 yrs,Suicide Injury,2014,P,15457,.
Males,District of Columbia,05-09 yrs,Suicide Injury,2015,P,16191,.
Males,District of Columbia,05-09 yrs,Suicide Injury,2016,P,17152,.
Males,District of Columbia,05-09 yrs,Suicide Injury,2017,P,18122,.
Males,District of Columbia,10-14 yrs,Suicide Injury,2013,P,12772,.
Males,District of Columbia,10-14 yrs,Suicide Injury,2014,P,13038,.
Males,District of Columbia,10-14 yrs,Suicide Injury,2015,P,13187,.
Males,District of Columbia,10-14 yrs,Suicide Injury,2016,P,13279,.
Males,District of Columbia,10-14 yrs,Suicide Injury,2017,P,13863,.
Males,District of Columbia,15-19 yrs,Suicide Injury,2013,P,17791,.
Males,District of Columbia,15-19 yrs,Suicide Injury,2014,P,17474,.
Males,District of Columbia,15-19 yrs,Suicide Injury,2015,P,17377,.
Males,District of Columbia,15-19 yrs,Suicide Injury,2016,P,17476,.
Males,District of Columbia,15-19 yrs,Suicide Injury,2017,P,17501,.
Males,District of Columbia,20-24 yrs,Suicide Injury,2013,P,26559,.
Males,District of Columbia,20-24 yrs,Suicide Injury,2014,P,26292,.
Males,District of Columbia,20-24 yrs,Suicide Injury,2015,P,25314,.
Males,District of Columbia,20-24 yrs,Suicide Injury,2016,P,24955,.
Males,District of Columbia,20-24 yrs,Suicide Injury,2017,P,24474,.
Males,District of Columbia,25-29 yrs,Suicide Injury,2013,P,36527,.
Males,District of Columbia,25-29 yrs,Suicide Injury,2014,P,36770,.
Males,District of Columbia,25-29 yrs,Suicide Injury,2015,P,37385,.
Males,District of Columbia,25-29 yrs,Suicide Injury,2016,P,37891,.
Males,District of Columbia,25-29 yrs,Suicide Injury,2017,P,38552,.
Males,District of Columbia,30-34 yrs,Suicide Injury,2013,P,33575,.
Males,District of Columbia,30-34 yrs,Suicide Injury,2014,P,34791,.
Males,District of Columbia,30-34 yrs,Suicide Injury,2015,P,35886,.
Males,District of Columbia,30-34 yrs,Suicide Injury,2016,P,37010,.
Males,District of Columbia,30-34 yrs,Suicide Injury,2017,P,37742,.
Males,District of Columbia,35-39 yrs,Suicide Injury,2013,P,23763,.
Males,District of Columbia,35-39 yrs,Suicide Injury,2014,P,24950,.
Males,District of Columbia,35-39 yrs,Suicide Injury,2015,P,26579,.
Males,District of Columbia,35-39 yrs,Suicide Injury,2016,P,28353,.
Males,District of Columbia,35-39 yrs,Suicide Injury,2017,P,29538,.
Males,District of Columbia,40-44 yrs,Suicide Injury,2013,P,20778,.
Males,District of Columbia,40-44 yrs,Suicide Injury,2014,P,20820,.
Males,District of Columbia,40-44 yrs,Suicide Injury,2015,P,20886,.
Males,District of Columbia,40-44 yrs,Suicide Injury,2016,P,20662,.
Males,District of Columbia,40-44 yrs,Suicide Injury,2017,P,20864,.
Males,District of Columbia,45-49 yrs,Suicide Injury,2013,P,19137,.
Males,District of Columbia,45-49 yrs,Suicide Injury,2014,P,18992,.
Males,District of Columbia,45-49 yrs,Suicide Injury,2015,P,18954,.
Males,District of Columbia,45-49 yrs,Suicide Injury,2016,P,19486,.
Males,District of Columbia,45-49 yrs,Suicide Injury,2017,P,19507,.
Males,District of Columbia,50-54 yrs,Suicide Injury,2013,P,19244,.
Males,District of Columbia,50-54 yrs,Suicide Injury,2014,P,19506,.
Males,District of Columbia,50-54 yrs,Suicide Injury,2015,P,19436,.
Males,District of Columbia,50-54 yrs,Suicide Injury,2016,P,19245,.
Males,District of Columbia,50-54 yrs,Suicide Injury,2017,P,18801,.
Males,District of Columbia,55-59 yrs,Suicide Injury,2013,P,17350,.
Males,District of Columbia,55-59 yrs,Suicide Injury,2014,P,17526,.
Males,District of Columbia,55-59 yrs,Suicide Injury,2015,P,17797,.
Males,District of Columbia,55-59 yrs,Suicide Injury,2016,P,18017,.
Males,District of Columbia,55-59 yrs,Suicide Injury,2017,P,17823,.
Males,District of Columbia,60-64 yrs,Suicide Injury,2013,P,14532,.
Males,District of Columbia,60-64 yrs,Suicide Injury,2014,P,14793,.
Males,District of Columbia,60-64 yrs,Suicide Injury,2015,P,14928,.
Males,District of Columbia,60-64 yrs,Suicide Injury,2016,P,15163,.
Males,District of Columbia,60-64 yrs,Suicide Injury,2017,P,15321,.
Males,District of Columbia,65-69 yrs,Suicide Injury,2013,P,11012,.
Males,District of Columbia,65-69 yrs,Suicide Injury,2014,P,11528,.
Males,District of Columbia,65-69 yrs,Suicide Injury,2015,P,11974,.
Males,District of Columbia,65-69 yrs,Suicide Injury,2016,P,12470,.
Males,District of Columbia,65-69 yrs,Suicide Injury,2017,P,12266,.
Males,District of Columbia,70-74 yrs,Suicide Injury,2013,P,7453,.
Males,District of Columbia,70-74 yrs,Suicide Injury,2014,P,7749,.
Males,District of Columbia,70-74 yrs,Suicide Injury,2015,P,8101,.
Males,District of Columbia,70-74 yrs,Suicide Injury,2016,P,8130,.
Males,District of Columbia,70-74 yrs,Suicide Injury,2017,P,8586,.
Males,District of Columbia,75-79 yrs,Suicide Injury,2013,P,5046,.
Males,District of Columbia,75-79 yrs,Suicide Injury,2014,P,5207,.
Males,District of Columbia,75-79 yrs,Suicide Injury,2015,P,5357,.
Males,District of Columbia,75-79 yrs,Suicide Injury,2016,P,5570,.
Males,District of Columbia,75-79 yrs,Suicide Injury,2017,P,5772,.
Males,District of Columbia,80-84 yrs,Suicide Injury,2013,P,3507,.
Males,District of Columbia,80-84 yrs,Suicide Injury,2014,P,3523,.
Males,District of Columbia,80-84 yrs,Suicide Injury,2015,P,3551,.
Males,District of Columbia,80-84 yrs,Suicide Injury,2016,P,3586,.
Males,District of Columbia,80-84 yrs,Suicide Injury,2017,P,3622,.
Males,District of Columbia,85+ yrs,Suicide Injury,2013,P,3485,.
Males,District of Columbia,85+ yrs,Suicide Injury,2014,P,3605,.
Males,District of Columbia,85+ yrs,Suicide Injury,2015,P,3749,.
Males,District of Columbia,85+ yrs,Suicide Injury,2016,P,3830,.
Males,District of Columbia,85+ yrs,Suicide Injury,2017,P,3994,.
Females,District of Columbia,00-04 yrs,Suicide Injury,2013,P,20202,.
Females,District of Columbia,00-04 yrs,Suicide Injury,2014,P,20977,.
Females,District of Columbia,00-04 yrs,Suicide Injury,2015,P,21671,.
Females,District of Columbia,00-04 yrs,Suicide Injury,2016,P,21943,.
Females,District of Columbia,00-04 yrs,Suicide Injury,2017,P,22184,.
Females,District of Columbia,05-09 yrs,Suicide Injury,2013,P,14818,.
Females,District of Columbia,05-09 yrs,Suicide Injury,2014,P,15401,.
Females,District of Columbia,05-09 yrs,Suicide Injury,2015,P,16077,.
Females,District of Columbia,05-09 yrs,Suicide Injury,2016,P,17007,.
Females,District of Columbia,05-09 yrs,Suicide Injury,2017,P,18001,.
Females,District of Columbia,10-14 yrs,Suicide Injury,2013,P,12648,.
Females,District of Columbia,10-14 yrs,Suicide Injury,2014,P,12876,.
Females,District of Columbia,10-14 yrs,Suicide Injury,2015,P,13159,.
Females,District of Columbia,10-14 yrs,Suicide Injury,2016,P,13278,.
Females,District of Columbia,10-14 yrs,Suicide Injury,2017,P,13740,.
Females,District of Columbia,15-19 yrs,Suicide Injury,2013,P,19783,.
Females,District of Columbia,15-19 yrs,Suicide Injury,2014,P,19412,.
Females,District of Columbia,15-19 yrs,Suicide Injury,2015,P,19237,.
Females,District of Columbia,15-19 yrs,Suicide Injury,2016,P,19197,.
Females,District of Columbia,15-19 yrs,Suicide Injury,2017,P,19418,.
Females,District of Columbia,20-24 yrs,Suicide Injury,2013,P,30075,.
Females,District of Columbia,20-24 yrs,Suicide Injury,2014,P,29531,.
Females,District of Columbia,20-24 yrs,Suicide Injury,2015,P,29729,.
Females,District of Columbia,20-24 yrs,Suicide Injury,2016,P,29394,.
Females,District of Columbia,20-24 yrs,Suicide Injury,2017,P,29102,.
Females,District of Columbia,25-29 yrs,Suicide Injury,2013,P,43719,.
Females,District of Columbia,25-29 yrs,Suicide Injury,2014,P,43821,.
Females,District of Columbia,25-29 yrs,Suicide Injury,2015,P,44031,.
Females,District of Columbia,25-29 yrs,Suicide Injury,2016,P,44682,.
Females,District of Columbia,25-29 yrs,Suicide Injury,2017,P,44895,.
Females,District of Columbia,30-34 yrs,Suicide Injury,2013,P,36327,.
Females,District of Columbia,30-34 yrs,Suicide Injury,2014,P,37661,.
Females,District of Columbia,30-34 yrs,Suicide Injury,2015,P,39100,.
Females,District of Columbia,30-34 yrs,Suicide Injury,2016,P,40540,.
Females,District of Columbia,30-34 yrs,Suicide Injury,2017,P,41413,.
Females,District of Columbia,35-39 yrs,Suicide Injury,2013,P,24078,.
Females,District of Columbia,35-39 yrs,Suicide Injury,2014,P,25591,.
Females,District of Columbia,35-39 yrs,Suicide Injury,2015,P,27222,.
Females,District of Columbia,35-39 yrs,Suicide Injury,2016,P,28979,.
Females,District of Columbia,35-39 yrs,Suicide Injury,2017,P,30405,.
Females,District of Columbia,40-44 yrs,Suicide Injury,2013,P,20442,.
Females,District of Columbia,40-44 yrs,Suicide Injury,2014,P,20718,.
Females,District of Columbia,40-44 yrs,Suicide Injury,2015,P,20719,.
Females,District of Columbia,40-44 yrs,Suicide Injury,2016,P,20735,.
Females,District of Columbia,40-44 yrs,Suicide Injury,2017,P,21231,.
Females,District of Columbia,45-49 yrs,Suicide Injury,2013,P,18951,.
Females,District of Columbia,45-49 yrs,Suicide Injury,2014,P,18733,.
Females,District of Columbia,45-49 yrs,Suicide Injury,2015,P,18889,.
Females,District of Columbia,45-49 yrs,Suicide Injury,2016,P,19151,.
Females,District of Columbia,45-49 yrs,Suicide Injury,2017,P,19314,.
Females,District of Columbia,50-54 yrs,Suicide Injury,2013,P,19315,.
Females,District of Columbia,50-54 yrs,Suicide Injury,2014,P,19365,.
Females,District of Columbia,50-54 yrs,Suicide Injury,2015,P,19327,.
Females,District of Columbia,50-54 yrs,Suicide Injury,2016,P,19114,.
Females,District of Columbia,50-54 yrs,Suicide Injury,2017,P,18593,.
Females,District of Columbia,55-59 yrs,Suicide Injury,2013,P,19262,.
Females,District of Columbia,55-59 yrs,Suicide Injury,2014,P,19168,.
Females,District of Columbia,55-59 yrs,Suicide Injury,2015,P,19059,.
Females,District of Columbia,55-59 yrs,Suicide Injury,2016,P,18986,.
Females,District of Columbia,55-59 yrs,Suicide Injury,2017,P,18815,.
Females,District of Columbia,60-64 yrs,Suicide Injury,2013,P,17501,.
Females,District of Columbia,60-64 yrs,Suicide Injury,2014,P,17764,.
Females,District of Columbia,60-64 yrs,Suicide Injury,2015,P,18044,.
Females,District of Columbia,60-64 yrs,Suicide Injury,2016,P,18072,.
Females,District of Columbia,60-64 yrs,Suicide Injury,2017,P,18168,.
Females,District of Columbia,65-69 yrs,Suicide Injury,2013,P,13782,.
Females,District of Columbia,65-69 yrs,Suicide Injury,2014,P,14461,.
Females,District of Columbia,65-69 yrs,Suicide Injury,2015,P,15195,.
Females,District of Columbia,65-69 yrs,Suicide Injury,2016,P,15785,.
Females,District of Columbia,65-69 yrs,Suicide Injury,2017,P,15755,.
Females,District of Columbia,70-74 yrs,Suicide Injury,2013,P,9834,.
Females,District of Columbia,70-74 yrs,Suicide Injury,2014,P,10313,.
Females,District of Columbia,70-74 yrs,Suicide Injury,2015,P,10623,.
Females,District of Columbia,70-74 yrs,Suicide Injury,2016,P,10925,.
Females,District of Columbia,70-74 yrs,Suicide Injury,2017,P,11612,.
Females,District of Columbia,75-79 yrs,Suicide Injury,2013,P,7308,.
Females,District of Columbia,75-79 yrs,Suicide Injury,2014,P,7430,.
Females,District of Columbia,75-79 yrs,Suicide Injury,2015,P,7711,.
Females,District of Columbia,75-79 yrs,Suicide Injury,2016,P,7849,.
Females,District of Columbia,75-79 yrs,Suicide Injury,2017,P,8131,.
Females,District of Columbia,80-84 yrs,Suicide Injury,2013,P,5867,.
Females,District of Columbia,80-84 yrs,Suicide Injury,2014,P,5759,.
Females,District of Columbia,80-84 yrs,Suicide Injury,2015,P,5728,.
Females,District of Columbia,80-84 yrs,Suicide Injury,2016,P,5817,.
Females,District of Columbia,80-84 yrs,Suicide Injury,2017,P,5857,.
Females,District of Columbia,85+ yrs,Suicide Injury,2013,P,7758,.
Females,District of Columbia,85+ yrs,Suicide Injury,2014,P,7939,.
Females,District of Columbia,85+ yrs,Suicide Injury,2015,P,8065,.
Females,District of Columbia,85+ yrs,Suicide Injury,2016,P,8085,.
Females,District of Columbia,85+ yrs,Suicide Injury,2017,P,8139,.
Males,Florida,00-04 yrs,Suicide Injury,2013,P,548125,.
Males,Florida,00-04 yrs,Suicide Injury,2014,P,556162,.
Males,Florida,00-04 yrs,Suicide Injury,2015,P,567515,.
Males,Florida,00-04 yrs,Suicide Injury,2016,P,576476,.
Males,Florida,00-04 yrs,Suicide Injury,2017,P,582263,.
Males,Florida,05-09 yrs,Suicide Injury,2013,P,569587,.
Males,Florida,05-09 yrs,Suicide Injury,2014,P,574040,.
Males,Florida,05-09 yrs,Suicide Injury,2015,P,578973,.
Males,Florida,05-09 yrs,Suicide Injury,2016,P,584949,.
Males,Florida,05-09 yrs,Suicide Injury,2017,P,587360,.
Males,Florida,10-14 yrs,Suicide Injury,2013,10,578522,1.73
Males,Florida,10-14 yrs,Suicide Injury,2014,16,580565,2.76
Males,Florida,10-14 yrs,Suicide Injury,2015,12,584923,2.05
Males,Florida,10-14 yrs,Suicide Injury,2016,P,592895,.
Males,Florida,10-14 yrs,Suicide Injury,2017,13,603414,2.15
Males,Florida,15-19 yrs,Suicide Injury,2013,60,605339,9.91
Males,Florida,15-19 yrs,Suicide Injury,2014,63,603799,10.43
Males,Florida,15-19 yrs,Suicide Injury,2015,70,608273,11.51
Males,Florida,15-19 yrs,Suicide Injury,2016,66,613867,10.75
Males,Florida,15-19 yrs,Suicide Injury,2017,84,615907,13.64
Males,Florida,20-24 yrs,Suicide Injury,2013,123,673510,18.26
Males,Florida,20-24 yrs,Suicide Injury,2014,150,673466,22.27
Males,Florida,20-24 yrs,Suicide Injury,2015,145,666726,21.75
Males,Florida,20-24 yrs,Suicide Injury,2016,140,656757,21.32
Males,Florida,20-24 yrs,Suicide Injury,2017,148,650444,22.75
Males,Florida,25-29 yrs,Suicide Injury,2013,146,640065,22.81
Males,Florida,25-29 yrs,Suicide Injury,2014,151,661690,22.82
Males,Florida,25-29 yrs,Suicide Injury,2015,161,686978,23.44
Males,Florida,25-29 yrs,Suicide Injury,2016,162,709995,22.82
Males,Florida,25-29 yrs,Suicide Injury,2017,166,724192,22.92
Males,Florida,30-34 yrs,Suicide Injury,2013,130,604706,21.5
Males,Florida,30-34 yrs,Suicide Injury,2014,148,619930,23.87
Males,Florida,30-34 yrs,Suicide Injury,2015,157,634980,24.73
Males,Florida,30-34 yrs,Suicide Injury,2016,170,653173,26.03
Males,Florida,30-34 yrs,Suicide Injury,2017,173,666771,25.95
Males,Florida,35-39 yrs,Suicide Injury,2013,135,568289,23.76
Males,Florida,35-39 yrs,Suicide Injury,2014,141,579553,24.33
Males,Florida,35-39 yrs,Suicide Injury,2015,140,598546,23.39
Males,Florida,35-39 yrs,Suicide Injury,2016,149,619192,24.06
Males,Florida,35-39 yrs,Suicide Injury,2017,146,637508,22.9
Males,Florida,40-44 yrs,Suicide Injury,2013,176,629203,27.97
Males,Florida,40-44 yrs,Suicide Injury,2014,164,625007,26.24
Males,Florida,40-44 yrs,Suicide Injury,2015,171,618063,27.67
Males,Florida,40-44 yrs,Suicide Injury,2016,159,610615,26.04
Males,Florida,40-44 yrs,Suicide Injury,2017,154,610418,25.23
Males,Florida,45-49 yrs,Suicide Injury,2013,224,656463,34.12
Males,Florida,45-49 yrs,Suicide Injury,2014,201,646555,31.09
Males,Florida,45-49 yrs,Suicide Injury,2015,204,648294,31.47
Males,Florida,45-49 yrs,Suicide Injury,2016,197,658236,29.93
Males,Florida,45-49 yrs,Suicide Injury,2017,214,664546,32.2
Males,Florida,50-54 yrs,Suicide Injury,2013,226,687789,32.86
Males,Florida,50-54 yrs,Suicide Injury,2014,233,698577,33.35
Males,Florida,50-54 yrs,Suicide Injury,2015,270,703013,38.41
Males,Florida,50-54 yrs,Suicide Injury,2016,236,700272,33.7
Males,Florida,50-54 yrs,Suicide Injury,2017,234,692811,33.78
Males,Florida,55-59 yrs,Suicide Injury,2013,221,623438,35.45
Males,Florida,55-59 yrs,Suicide Injury,2014,263,640374,41.07
Males,Florida,55-59 yrs,Suicide Injury,2015,264,659814,40.01
Males,Florida,55-59 yrs,Suicide Injury,2016,228,680112,33.52
Males,Florida,55-59 yrs,Suicide Injury,2017,245,693675,35.32
Males,Florida,60-64 yrs,Suicide Injury,2013,188,555264,33.86
Males,Florida,60-64 yrs,Suicide Injury,2014,186,568597,32.71
Males,Florida,60-64 yrs,Suicide Injury,2015,177,586340,30.19
Males,Florida,60-64 yrs,Suicide Injury,2016,194,605642,32.03
Males,Florida,60-64 yrs,Suicide Injury,2017,232,627381,36.98
Males,Florida,65-69 yrs,Suicide Injury,2013,148,516170,28.67
Males,Florida,65-69 yrs,Suicide Injury,2014,163,538162,30.29
Males,Florida,65-69 yrs,Suicide Injury,2015,176,562000,31.32
Males,Florida,65-69 yrs,Suicide Injury,2016,180,586778,30.68
Males,Florida,65-69 yrs,Suicide Injury,2017,168,580618,28.93
Males,Florida,70-74 yrs,Suicide Injury,2013,131,410453,31.92
Males,Florida,70-74 yrs,Suicide Injury,2014,135,428828,31.48
Males,Florida,70-74 yrs,Suicide Injury,2015,132,447179,29.52
Males,Florida,70-74 yrs,Suicide Injury,2016,138,463685,29.76
Males,Florida,70-74 yrs,Suicide Injury,2017,150,503750,29.78
Males,Florida,75-79 yrs,Suicide Injury,2013,103,303062,33.99
Males,Florida,75-79 yrs,Suicide Injury,2014,100,316222,31.62
Males,Florida,75-79 yrs,Suicide Injury,2015,132,327989,40.25
Males,Florida,75-79 yrs,Suicide Injury,2016,112,340930,32.85
Males,Florida,75-79 yrs,Suicide Injury,2017,137,357818,38.29
Males,Florida,80-84 yrs,Suicide Injury,2013,106,218508,48.51
Males,Florida,80-84 yrs,Suicide Injury,2014,106,220875,47.99
Males,Florida,80-84 yrs,Suicide Injury,2015,100,225705,44.31
Males,Florida,80-84 yrs,Suicide Injury,2016,98,231846,42.27
Males,Florida,80-84 yrs,Suicide Injury,2017,103,238533,43.18
Males,Florida,85+ yrs,Suicide Injury,2013,109,186908,58.32
Males,Florida,85+ yrs,Suicide Injury,2014,108,195735,55.18
Males,Florida,85+ yrs,Suicide Injury,2015,134,205021,65.36
Males,Florida,85+ yrs,Suicide Injury,2016,119,212926,55.89
Males,Florida,85+ yrs,Suicide Injury,2017,126,219410,57.43
Males,Florida,Unknown yrs,Suicide Injury,2016,P,.,.
Females,Florida,00-04 yrs,Suicide Injury,2013,P,524929,.
Females,Florida,00-04 yrs,Suicide Injury,2014,P,532029,.
Females,Florida,00-04 yrs,Suicide Injury,2015,P,541533,.
Females,Florida,00-04 yrs,Suicide Injury,2016,P,550389,.
Females,Florida,00-04 yrs,Suicide Injury,2017,P,555832,.
Females,Florida,05-09 yrs,Suicide Injury,2013,P,545773,.
Females,Florida,05-09 yrs,Suicide Injury,2014,P,549563,.
Females,Florida,05-09 yrs,Suicide Injury,2015,P,554831,.
Females,Florida,05-09 yrs,Suicide Injury,2016,P,561200,.
Females,Florida,05-09 yrs,Suicide Injury,2017,P,564078,.
Females,Florida,10-14 yrs,Suicide Injury,2013,P,555749,.
Females,Florida,10-14 yrs,Suicide Injury,2014,P,557884,.
Females,Florida,10-14 yrs,Suicide Injury,2015,P,560954,.
Females,Florida,10-14 yrs,Suicide Injury,2016,15,568192,2.64
Females,Florida,10-14 yrs,Suicide Injury,2017,P,577916,.
Females,Florida,15-19 yrs,Suicide Injury,2013,18,569309,3.16
Females,Florida,15-19 yrs,Suicide Injury,2014,25,570380,4.38
Females,Florida,15-19 yrs,Suicide Injury,2015,26,577230,4.5
Females,Florida,15-19 yrs,Suicide Injury,2016,30,584673,5.13
Females,Florida,15-19 yrs,Suicide Injury,2017,25,587833,4.25
Females,Florida,20-24 yrs,Suicide Injury,2013,36,646901,5.56
Females,Florida,20-24 yrs,Suicide Injury,2014,29,645129,4.5
Females,Florida,20-24 yrs,Suicide Injury,2015,42,635804,6.61
Females,Florida,20-24 yrs,Suicide Injury,2016,28,625010,4.48
Females,Florida,20-24 yrs,Suicide Injury,2017,36,618724,5.82
Females,Florida,25-29 yrs,Suicide Injury,2013,35,616562,5.68
Females,Florida,25-29 yrs,Suicide Injury,2014,30,635640,4.72
Females,Florida,25-29 yrs,Suicide Injury,2015,33,659938,5
Females,Florida,25-29 yrs,Suicide Injury,2016,49,684254,7.16
Females,Florida,25-29 yrs,Suicide Injury,2017,46,697702,6.59
Females,Florida,30-34 yrs,Suicide Injury,2013,35,602712,5.81
Females,Florida,30-34 yrs,Suicide Injury,2014,50,617515,8.1
Females,Florida,30-34 yrs,Suicide Injury,2015,52,630911,8.24
Females,Florida,30-34 yrs,Suicide Injury,2016,37,644334,5.74
Females,Florida,30-34 yrs,Suicide Injury,2017,51,654015,7.8
Females,Florida,35-39 yrs,Suicide Injury,2013,53,578061,9.17
Females,Florida,35-39 yrs,Suicide Injury,2014,31,587216,5.28
Females,Florida,35-39 yrs,Suicide Injury,2015,51,605347,8.42
Females,Florida,35-39 yrs,Suicide Injury,2016,63,625979,10.06
Females,Florida,35-39 yrs,Suicide Injury,2017,50,643110,7.77
Females,Florida,40-44 yrs,Suicide Injury,2013,65,640485,10.15
Females,Florida,40-44 yrs,Suicide Injury,2014,61,639064,9.55
Females,Florida,40-44 yrs,Suicide Injury,2015,59,633720,9.31
Females,Florida,40-44 yrs,Suicide Injury,2016,70,626165,11.18
Females,Florida,40-44 yrs,Suicide Injury,2017,53,626815,8.46
Females,Florida,45-49 yrs,Suicide Injury,2013,94,674634,13.93
Females,Florida,45-49 yrs,Suicide Injury,2014,84,663027,12.67
Females,Florida,45-49 yrs,Suicide Injury,2015,91,664700,13.69
Females,Florida,45-49 yrs,Suicide Injury,2016,77,675877,11.39
Females,Florida,45-49 yrs,Suicide Injury,2017,68,683559,9.95
Females,Florida,50-54 yrs,Suicide Injury,2013,104,721881,14.41
Females,Florida,50-54 yrs,Suicide Injury,2014,88,732862,12.01
Females,Florida,50-54 yrs,Suicide Injury,2015,86,737356,11.66
Females,Florida,50-54 yrs,Suicide Injury,2016,84,734449,11.44
Females,Florida,50-54 yrs,Suicide Injury,2017,101,726919,13.89
Females,Florida,55-59 yrs,Suicide Injury,2013,79,688770,11.47
Females,Florida,55-59 yrs,Suicide Injury,2014,92,704313,13.06
Females,Florida,55-59 yrs,Suicide Injury,2015,99,722406,13.7
Females,Florida,55-59 yrs,Suicide Injury,2016,91,742134,12.26
Females,Florida,55-59 yrs,Suicide Injury,2017,88,754742,11.66
Females,Florida,60-64 yrs,Suicide Injury,2013,47,636500,7.38
Females,Florida,60-64 yrs,Suicide Injury,2014,69,654136,10.55
Females,Florida,60-64 yrs,Suicide Injury,2015,66,675737,9.77
Females,Florida,60-64 yrs,Suicide Injury,2016,72,697811,10.32
Females,Florida,60-64 yrs,Suicide Injury,2017,76,721830,10.53
Females,Florida,65-69 yrs,Suicide Injury,2013,52,588056,8.84
Females,Florida,65-69 yrs,Suicide Injury,2014,62,614992,10.08
Females,Florida,65-69 yrs,Suicide Injury,2015,59,644706,9.15
Females,Florida,65-69 yrs,Suicide Injury,2016,54,676838,7.98
Females,Florida,65-69 yrs,Suicide Injury,2017,49,675701,7.25
Females,Florida,70-74 yrs,Suicide Injury,2013,26,474280,5.48
Females,Florida,70-74 yrs,Suicide Injury,2014,25,496908,5.03
Females,Florida,70-74 yrs,Suicide Injury,2015,24,518129,4.63
Females,Florida,70-74 yrs,Suicide Injury,2016,49,537228,9.12
Females,Florida,70-74 yrs,Suicide Injury,2017,39,582447,6.7
Females,Florida,75-79 yrs,Suicide Injury,2013,11,359698,3.06
Females,Florida,75-79 yrs,Suicide Injury,2014,22,374343,5.88
Females,Florida,75-79 yrs,Suicide Injury,2015,20,387702,5.16
Females,Florida,75-79 yrs,Suicide Injury,2016,28,403455,6.94
Females,Florida,75-79 yrs,Suicide Injury,2017,20,423245,4.73
Females,Florida,80-84 yrs,Suicide Injury,2013,16,278380,5.75
Females,Florida,80-84 yrs,Suicide Injury,2014,15,278629,5.38
Females,Florida,80-84 yrs,Suicide Injury,2015,20,283018,7.07
Females,Florida,80-84 yrs,Suicide Injury,2016,17,288989,5.88
Females,Florida,80-84 yrs,Suicide Injury,2017,12,296971,4.04
Females,Florida,85+ yrs,Suicide Injury,2013,16,306846,5.21
Females,Florida,85+ yrs,Suicide Injury,2014,19,315980,6.01
Females,Florida,85+ yrs,Suicide Injury,2015,24,324213,7.4
Females,Florida,85+ yrs,Suicide Injury,2016,22,331266,6.64
Females,Florida,85+ yrs,Suicide Injury,2017,15,336142,4.46
Females,Florida,Unknown yrs,Suicide Injury,2017,P,.,.
Males,Georgia,00-04 yrs,Suicide Injury,2013,P,336896,.
Males,Georgia,00-04 yrs,Suicide Injury,2014,P,335576,.
Males,Georgia,00-04 yrs,Suicide Injury,2015,P,335899,.
Males,Georgia,00-04 yrs,Suicide Injury,2016,P,336081,.
Males,Georgia,00-04 yrs,Suicide Injury,2017,P,336237,.
Males,Georgia,05-09 yrs,Suicide Injury,2013,P,358370,.
Males,Georgia,05-09 yrs,Suicide Injury,2014,P,358522,.
Males,Georgia,05-09 yrs,Suicide Injury,2015,P,357761,.
Males,Georgia,05-09 yrs,Suicide Injury,2016,P,356520,.
Males,Georgia,05-09 yrs,Suicide Injury,2017,P,353467,.
Males,Georgia,10-14 yrs,Suicide Injury,2013,10,359640,2.78
Males,Georgia,10-14 yrs,Suicide Injury,2014,10,361383,2.77
Males,Georgia,10-14 yrs,Suicide Injury,2015,P,361203,.
Males,Georgia,10-14 yrs,Suicide Injury,2016,11,363670,3.02
Males,Georgia,10-14 yrs,Suicide Injury,2017,12,367342,3.27
Males,Georgia,15-19 yrs,Suicide Injury,2013,52,355461,14.63
Males,Georgia,15-19 yrs,Suicide Injury,2014,33,355918,9.27
Males,Georgia,15-19 yrs,Suicide Injury,2015,45,361066,12.46
Males,Georgia,15-19 yrs,Suicide Injury,2016,48,365715,13.12
Males,Georgia,15-19 yrs,Suicide Injury,2017,53,368818,14.37
Males,Georgia,20-24 yrs,Suicide Injury,2013,75,370586,20.24
Males,Georgia,20-24 yrs,Suicide Injury,2014,86,374084,22.99
Males,Georgia,20-24 yrs,Suicide Injury,2015,105,373739,28.09
Males,Georgia,20-24 yrs,Suicide Injury,2016,129,369421,34.92
Males,Georgia,20-24 yrs,Suicide Injury,2017,95,366728,25.9
Males,Georgia,25-29 yrs,Suicide Injury,2013,84,339264,24.76
Males,Georgia,25-29 yrs,Suicide Injury,2014,72,346959,20.75
Males,Georgia,25-29 yrs,Suicide Injury,2015,79,355871,22.2
Males,Georgia,25-29 yrs,Suicide Injury,2016,99,366501,27.01
